Country,Level,Answer,Longest
Uae,270,"ACHE, ACRE, ARCH, CAGE, CARE, CHAR, CRAG, EACH, GEAR, HARE, HEAR, RACE, RAGE, GRACE, REACH, CHARGE",CHARGE
Spain,271,"INN, NET, SET, SIN, SIT, TEN, TIE, TIN, NEST, NINE, SENT, SITE, INSET, TENNIS",TENNIS
Spain,272,"ELM, LEE, LET, MET, PET, MEET, MELT, PEEL, PELT, TEEM, TEMPLE",TEMPLE
Spain,273,"EARL, LATE, RATE, RAVE, REAL, TALE, TEAL, TEAR, VALE, VEAL, ALERT, ALTER, AVERT, RAVEL, VALET, TRAVEL",TRAVEL
Spain,274,"DUE, DYE, PET, PUT, YET, DUET, DUTY, TYPE, DEPUTY",DEPUTY
Spain,275,"BEE, FEE, FOE, FOR, ORB, ORE, ROB, BEEF, BEER, BORE, FORE, FREE, REEF, ROBE, BEFORE",BEFORE
Spain,276,"ACE, AGE, CAN, HEN, NAG, ACHE, CAGE, CANE, EACH, HANG, CHANGE",CHANGE
Spain,277,"FUR, RUE, RUT, FRET, TRUE, TURF, FUTURE",FUTURE
Spain,278,"EASE, ELSE, LEAP, PALE, PEAL, PEEL, PLEA, SALE, SEAL, SEEP, SLAP, EASEL, LAPSE, LEASE, SLEEP, PLEASE",PLEASE
Spain,279,"EARN, ERGO, GEAR, GONE, GORE, NEAR, OGRE, RAGE, RANG, ROAN, ANGER, ARGON, GROAN, ORGAN, RANGE, ORANGE",ORANGE
Spain,280,"ELF, FEW, FOE, LOW, OWE, OWL, WOE, FELL, FLEW, FLOW, FOWL, WELL, WOLF, FELLOW",FELLOW
Spain,281,"EEL, LEE, LET, LEER, REEL, TREE, LETTER",LETTER
Spain,282,"ERR, ORE, PER, POP, PRO, PORE, PROP, ROPE, PROPER",PROPER
Spain,283,"DARE, DEAR, PARE, PEAR, RASP, READ, REAP, SEAR, SPAR, SPED, DRAPE, PARSE, SPADE, SPARE, SPEAR, SPREAD",SPREAD
Spain,284,"ELM, EMU, LOVE, MOLE, MOVE, MULE, VOLUME",VOLUME
Spain,285,"PER, PET, PRY, RYE, TRY, YET, PREY, TYPE, PETTY, PRETTY",PRETTY
Spain,286,"COT, DOT, ROD, ROT, TOO, CORD, DOOR, ROOT, TROD, DOCTOR",DOCTOR
Spain,287,"INN, ION, NOT, TIN, TON, TOO, INTO, NOON, ONTO, ONION, NOTION",NOTION
Spain,288,"BET, LET, LOB, LOT, TOE, BELT, BLOT, BOLE, BOLT, LOBE, BOTTLE",BOTTLE
Spain,289,"PLY, PUP, SLY, SPY, PLUS, PULP, SUPPLY",SUPPLY
Spain,290,"ARC, CAR, SAC, SCAR, SOAR, CROSS, ACROSS",ACROSS
Canada,291,"ACT, AIM, APT, CAP, CAT, IMP, MAP, MAT, PAT, PIT, TAP, TIC, TIP, CAMP, MICA, PACT, IMPACT",IMPACT
Canada,292,"INN, NET, TEN, TIE, TIN, NINE, TENT, TINT, INTENT",INTENT
Canada,293,"ALE, LED, DAZE, DEAL, LEAD, ZEAL, DAZZLE",DAZZLE
Canada,294,"EMU, MUM, RUE, RUM, SUE, SUM, USE, MUSE, RUSE, SURE, USER, SERUM, SUMMER",SUMMER
Canada,295,"AID, AIR, FAD, FAR, RID, AFAR, ARID, FAIR, RAID, AFRAID",AFRAID
Canada,296,"ION, NOT, TIN, TON, TOO, INTO, MINT, MOON, MOOT, OMIT, ONTO, MOTION",MOTION
Canada,297,"FIT, FOR, OPT, PIT, POT, PRO, RIP, ROT, TIP, TOP, FORT, PORT, RIFT, RIOT, TRIO, TRIP, PROFIT",PROFIT
Canada,298,"MOP, PLY, MOLE, PLOY, POEM, POLE, EMPLOY",EMPLOY
Canada,299,"FOG, FOR, GOT, ROT, TOO, FOOT, FORT, FROG, ROOF, ROOT, FORGOT",FORGOT
Canada,300,"MARE, MART, MATE, MEAT, RATE, TAME, TART, TEAM, TEAR, TERM, TRAM, MATTE, TREAT, MATTER",MATTER
Canada,301,"ACE, ACT, ATE, CAT, EAT, FAT, TEA, CAFE, FACE, FACT, FATE, FEAT, FACET, AFFECT",AFFECT
Canada,302,"HIS, HIT, ITS, SIR, SIT, STIR, THIS, SHIRT, THIRST",THIRST
Canada,303,"ART, HAT, HOT, OAT, RAT, ROT, TAR, OATH, TART, THAT, TROT, TAROT, THROAT",THROAT
Canada,304,"ERGO, GONE, GORE, GRIN, IRON, OGRE, REIN, RING, REIGN, IGNORE, REGION",IGNORE
Canada,305,"ART, HAT, HOT, HUT, OAT, OUR, OUT, RAT, ROT, RUT, TAR, HOUR, HURT, OATH, ROUT, TOUR, AUTHOR",AUTHOR
Canada,306,"NUT, TIN, MINT, TINY, UNIT, UNITY, MUTINY",MUTINY
Canada,307,"ION, OUR, RUN, URN, IRON, JOIN, NOIR, RUIN, JUNIOR",JUNIOR
Canada,308,"BED, ERR, ODE, ORE, RED, ROB, ROD, BODE, BORE, BRED, ROBE, RODE, ORDER, BORDER",BORDER
Canada,309,"ITS, PIT, RIP, SIP, SIR, TIP, IRIS, SPIT, STIR, TRIP, STRIP, SPIRIT",SPIRIT
Canada,310,"ACE, ACT, ATE, CAT, EAT, ICE, TEA, TIC, TIE, VAT, VIA, VIE, CAVE, CITE, VICE, EVICT, ACTIVE",ACTIVE
Malaysia,311,"COP, ICE, LIE, LIP, OIL, PIE, CLIP, COIL, COPE, EPIC, LOPE, PILE, POLE, POLICE",POLICE
Malaysia,312,"DEN, EEL, END, LED, LEE, LEG, EDGE, GLEE, LEND, NEED, LEDGE, LEGEND",LEGEND
Malaysia,313,"ATE, BAD, BAT, BED, BEE, BET, DAB, EAT, TAB, TEA, BADE, BEAD, BEAT, BEET, DATE, DEBT, DEBATE",DEBATE
Malaysia,314,"DEN, END, FED, FEE, DEED, FEED, FEND, NEED, DEFEND",DEFEND
Malaysia,315,"ACE, AID, ICE, VIA, VIE, ACID, AVID, CAVE, DICE, DIVE, IDEA, VICE, ADVICE",ADVICE
Malaysia,316,"ITS, SET, SIT, SUE, TIE, USE, SITE, SUIT, ISSUE, SUITE, TISSUE",TISSUE
Malaysia,317,"COPE, CORE, CROP, PORE, PROP, ROPE, COPPER",COPPER
Malaysia,318,"ADO, AWE, DAM, DEW, MAD, ODE, OWE, WAD, WED, WOE, DAME, DOME, MADE, MEAD, MODE, WADE, MEADOW",MEADOW
Malaysia,319,"ACT, ARC, ART, CAR, CAT, COT, OAR, OAT, RAT, ROT, TAR, CART, COAT, ROAR, TACO, ACTOR, CARROT",CARROT
Malaysia,320,"HIP, HIS, HOP, LIP, OIL, SIP, SOP, SHIP, SHOP, SILO, SLIP, SLOP, SOIL, SPOIL, POLISH",POLISH
Malaysia,321,"ANTE, DATE, DEAN, DENT, NEAT, TEND, TENT, ATTEND",ATTEND
Malaysia,322,"GEL, GUN, JUG, LEG, LUG, GLUE, LUNG, LUNGE, JUNGLE",JUNGLE
Malaysia,323,"ION, NIP, NOT, OPT, PIN, PIT, POT, TIN, TIP, TON, TOO, TOP, INTO, ONTO, POINT, OPTION, POTION",OPTION
Malaysia,324,"BET, COT, JET, JOB, JOT, TOE, COTE, OBJECT",OBJECT
Malaysia,325,"HIT, TIN, WIN, WIT, HINT, THIN, TWIN, WHIT, WITH, WITHIN",WITHIN
Malaysia,326,"ANT, LAW, NUT, TAN, AUNT, LAWN, TUNA, WANT, WALNUT",WALNUT
Malaysia,327,"ASH, HAS, LAP, PAL, SPA, LASH, PASS, SASH, SLAP, SLASH, SPLASH",SPLASH
Malaysia,328,"IMP, MOP, PIE, SIP, SOP, MOPE, POEM, POSE, SOME, POISE, IMPOSE",IMPOSE
Malaysia,329,"EEL, EVE, EWE, LEE, LET, WET, WELT, TWELVE",TWELVE
Malaysia,330,"CAP, CUP, MAP, SAC, SPA, SUM, CAMP, CAMPUS",CAMPUS
Guatemala,331,"OPT, ORE, PER, PET, POT, PRO, ROT, TOE, TOP, POET, PORE, PORT, ROPE, ROTE, TORE, TROPE, EXPORT",EXPORT
Guatemala,332,"DEN, DIN, END, SIN, DINE, SEND, SIDE, SNIDE, INSIDE",INSIDE
Guatemala,333,"DRAG, RANG, ROAD, ADORN, GRAND, GROAN, ORGAN, DRAGON",DRAGON
Guatemala,334,"GIN, RIG, SIN, SIR, SIT, TIN, GIST, GRIN, GRIT, RING, SIGN, SING, STIR, STING, STRING",STRING
Guatemala,335,"DEN, END, NET, TEN, DENT, NEED, NEXT, TEEN, TEND, EXTEND",EXTEND
Guatemala,336,"FUR, RUE, SUE, USE, FUSE, RUFF, RUSE, SURE, SURF, USER, SUFFER",SUFFER
Guatemala,337,"ACE, APE, CAP, PEA, SAC, SEA, SEE, SPA, CAPE, CASE, EASE, PACE, SEEP, CEASE, PEACE, SPACE, ESCAPE",ESCAPE
Guatemala,338,"GEL, HIS, LEG, LIE, SHE, ISLE, SIGH, SLEIGH",SLEIGH
Guatemala,339,"FIR, FRY, IRE, IVY, RYE, VIE, FIRE, FIVE, RIFE, VERY, FIERY, VERIFY",VERIFY
Guatemala,340,"AGE, AIM, GEM, GIN, MEN, NAG, GAIN, GAME, MAIN, MANE, MEAN, MINE, NAME, IMAGE, ENIGMA",ENIGMA
Guatemala,341,"IMP, IRE, PER, PIE, RIM, RIP, MERE, MIRE, PEER, PIER, PRIM, RIME, RIPE, PRIME, EMPIRE",EMPIRE
Guatemala,342,"AGE, GAS, SAG, SEA, GAVE, SAGA, SAGE, SAVE, VASE, SAVAGE",SAVAGE
Guatemala,343,"EON, NOR, ONE, ORB, ORE, ROB, BONE, BORE, BORN, ROBE, ZERO, ZONE, BORNE, BRONZE",BRONZE
Guatemala,344,"ERR, ODE, ORE, RED, ROD, CODE, CORD, CORE, RODE, ORDER, RECORD",RECORD
Guatemala,345,"CON, EON, ICE, ION, MEN, ONE, COIN, COME, CONE, ICON, MICE, MINE, NICE, OMEN, ONCE, MINCE, INCOME",INCOME
Guatemala,346,"OPT, OUT, POT, PUT, TOP, POUT, TOUT, OUTPUT",OUTPUT
Guatemala,347,"LOW, OWL, WOO, FLOW, FOOL, FOWL, WOLF, WOOL, FOLLOW",FOLLOW
Guatemala,348,"HIS, HIT, SIT, TIC, WIT, CHIT, ITCH, THIS, WHIT, WISH, WITH, WITCH, SWITCH",SWITCH
Guatemala,349,"LURE, REST, RULE, RUSE, RUST, SLUR, SURE, TRUE, USER, LUSTRE, RESULT, RUSTLE",LUSTRE
Guatemala,350,"BEG, BOG, EGO, GEL, LEG, LOB, LOG, ONE, BLOG, BONE, GONE, LONE, LONG, OGLE, GLOBE, NOBLE, BELONG",BELONG
Hong Kong,351,"ARC, CAN, CAR, CON, NOR, RAN, ARCH, CHAR, CORN, HORN, ACORN, RANCH, ANCHOR",ANCHOR
Hong Kong,352,"ACT, CAT, SAC, SAT, SIT, TIC, CAST, TACT, ATTIC, TACIT, STATIC",STATIC
Hong Kong,353,"ACE, BAN, CAB, CAN, CON, EON, ONE, BANE, BEAN, BONE, CANE, CONE, ONCE, BACON, CANOE, OCEAN, BEACON",BEACON
Hong Kong,354,"ACE, ACT, ATE, CAT, EAT, TEA, CAVE, CAVEAT, VACATE",CAVEAT
Hong Kong,355,"FOE, FOR, OFF, ORE, ROT, TOE, FORE, FORT, FRET, ROTE, TORE, FORTE, OFFER, EFFORT",EFFORT
Hong Kong,356,"EMU, SEA, SUE, SUM, USE, MASS, MESS, MUSE, SAME, SEAM, AMUSE, ASSUME",ASSUME
Hong Kong,357,"ANT, MAN, MAT, NUT, TAN, AUNT, TUNA, AUTUMN",AUTUMN
Hong Kong,358,"DEN, DIN, END, INN, IRE, RED, RID, DINE, DIRE, NINE, REIN, REND, RIDE, RIND, DINER, INNER, DINNER",DINNER
Hong Kong,359,"LOT, MAT, OAT, SAT, ALMS, ALSO, ATOM, LAST, LOST, MALT, MAST, MOAT, MOST, SALT, SLAM, SLOT, ALMOST",ALMOST
Hong Kong,360,"GIN, GUN, SIN, SUE, SUN, USE, SIGN, SING, SNUG, SUNG, GUISE, SINGE, GENIUS",GENIUS
Hong Kong,361,"LOW, MOW, OWE, OWL, WOE, MOLE, WELL, MELLOW",MELLOW
Hong Kong,362,"CON, ION, SAC, SON, COIN, ICON, SCAN, SCION, CASINO",CASINO
Hong Kong,363,"ARM, MAN, MAR, NOR, OAR, RAM, RAN, LOAM, LOAN, MOAN, NORM, ORAL, ROAM, MANOR, MOLAR, MORAL, NORMAL",NORMAL
Hong Kong,364,"GUN, HUG, RUG, RUN, URN, HUNG, RUNG, HUNGRY",HUNGRY
Hong Kong,365,"DARE, DEAR, DRAG, GEAR, RAGE, RARE, READ, REAR, GRADE, REGARD",REGARD
Hong Kong,366,"EEL, LEE, LET, SEE, SET, ELSE, TEST, SLEET, STEEL, SETTLE",SETTLE
Hong Kong,367,"BET, BUT, LET, TUB, BELL, BELT, BLUE, BULL, LUTE, TELL, TUBE, BULLET",BULLET
Hong Kong,368,"ITS, PIT, RIP, SIP, SIR, TIP, SPIT, STIR, TRIP, CRISP, STRIP, SCRIPT",SCRIPT
Hong Kong,369,"LOW, LYE, OWE, OWL, WOE, WELL, YELL, YELLOW",YELLOW
Hong Kong,370,"LET, NET, NUN, NUT, TEN, LENT, TUNE, TUNNEL",TUNNEL
Singapore,371,"MET, ORE, ROT, TOE, MEET, MERE, MORE, MOTE, ROTE, TEEM, TERM, TOME, TORE, TREE, METER, METEOR, REMOTE",METEOR
Singapore,372,"AGO, LAG, LOG, NAG, GOAL, LOAN, LOGO, LONG, ALONG, LAGOON",LAGOON
Singapore,373,"AGE, AND, DEN, END, NAG, DEAN, ADAGE, AGENDA",AGENDA
Singapore,374,"ALE, EEL, ELF, ELM, FEE, FAME, FEEL, FLEA, FLEE, LAME, LEAF, MALE, MEAL, FLAME, FEMALE",FEMALE
Singapore,375,"INN, IRE, NEW, WIN, NINE, REIN, WINE, WIRE, INNER, WINNER",WINNER
Singapore,376,"FIN, FOR, ION, NOR, RIM, FIRM, FORM, FROM, IRON, NORM, MINOR, INFORM",INFORM
Singapore,377,"COT, ORE, ROT, TOE, VET, CORE, COVE, OVER, ROVE, TORE, VETO, VOTE, COVER, COVET, OVERT, TROVE, COVERT",COVERT
Singapore,378,"EON, ONE, SEA, SON, NOSE, SANE, SANS, SEASON",SEASON
Singapore,379,"EARN, NEAR, NOSE, ROAN, ROSE, SANE, SEAR, SOAR, SORE, SNARE, SNORE, REASON",REASON
Singapore,380,"ATE, EAT, SAT, SEA, SEE, SET, TEA, EASE, EAST, SEAT, TEST, STATE, TASTE, TEASE, ESTATE",ESTATE
Singapore,381,"GIN, LEG, LIE, NIL, SIN, ISLE, LENS, LINE, SIGN, SING, SINGE, SLING, SINGLE",SINGLE
Singapore,382,"ANY, CAN, CON, COY, NAY, ANNOY, CANNY, CANON, CANYON",CANYON
Singapore,383,"PARE, PART, PEAR, PEAT, PEER, RAPT, RATE, REAP, TAPE, TEAR, TREE, TAPER, REPEAT",REPEAT
Singapore,384,"ELM, LET, MET, THE, HEEL, HELM, MEET, MELT, THEM, THEME, HELMET",HELMET
Singapore,385,"ACHE, ACRE, ARCH, BARE, BEAR, CARE, CHAR, CRAB, EACH, HARE, HEAR, HERB, RACE, BEACH, BRACE, REACH, BREACH",BREACH
Singapore,386,"ACE, CAN, ICE, INN, CANE, NICE, NINE, CANINE",CANINE
Singapore,387,"COY, DOE, DYE, ODE, CODE, COME, DOME, MODE, DECOY, COMEDY",COMEDY
Singapore,388,"ALE, ARE, EAR, ERA, FAR, EARL, FARE, FEAR, FLEA, LEAF, REAL, FERAL, FLARE, RAFFLE",RAFFLE
Singapore,389,"ILL, LET, LIE, LIT, TIE, LILT, TELL, TILE, TILL, TILT, TITLE, LITTLE",LITTLE
Singapore,390,"ARE, ART, ATE, EAR, EAT, ERA, RAT, RAY, TAR, TEA, TRY, YET, RATE, TEAR, TRAY, YEAR, TREAT, TREATY",TREATY
Israel,391,"ACRE, CARE, CART, RACE, RATE, TEAR, TREE, CATER, CRATE, ERECT, REACT, TRACE, CREATE",CREATE
Israel,392,"ALE, ALL, LAY, LYE, ALLY, LEVY, VALE, VEAL, YELL, ALLEY, VALLEY",VALLEY
Israel,393,"IMP, MOP, PIT, POT, PRO, RIM, RIP, ROT, TIP, TOP, OMIT, PORT, PRIM, RIOT, TRIM, TRIO, TRIP, IMPORT",IMPORT
Israel,394,"COP, CUE, CUP, CLUE, COPE, COUP, LOPE, POLE, PUCE, COUPLE",COUPLE
Israel,395,"ACT, ANT, CAN, CAT, TAN, TIC, TIN, CANT, TACT, TINT, ATTIC, TACIT, TAINT, TITAN, INTACT",INTACT
Israel,396,"AGE, DAM, GEM, MAD, DAME, GAME, MADE, MAGE, MEAD, ADAGE, DAMAGE",DAMAGE
Israel,397,"GIN, ION, NOR, RIG, GRIN, IRON, RING, ORIGIN",ORIGIN
Israel,398,"BED, BEG, BET, BUD, BUG, BUT, DUB, DUE, DUG, GET, TUB, TUG, DEBT, DUET, TUBE, BUDGE, DEBUT, BUDGET",BUDGET
Israel,399,"ADO, AND, DON, DUN, DUO, NOD, NOR, OUR, RAN, ROD, RUN, DOUR, ROAD, ROAN, UNDO, ADORN, ROUND, AROUND",AROUND
Israel,400,"GIN, HIT, INK, KIN, KIT, TIN, HINT, KING, KNIT, THIN, NIGHT, THING, THINK, KNIGHT",KNIGHT
Israel,401,"CUB, CUP, LIP, PUB, BLIP, CLIP, CLUB, PUBLIC",PUBLIC
Israel,402,"CON, ION, SIN, SON, SUN, COIN, ICON, ONUS, SCION, COUSIN",COUSIN
Israel,403,"FEW, FOE, FOR, LOW, ORE, OWE, OWL, ROW, WOE, FLEW, FLOW, FORE, FOWL, LORE, ROLE, WOLF, WORE, FLOWER",FLOWER
Israel,404,"ICE, KIT, TIC, TIE, CITE, KITE, TICK, TICKET",TICKET
Israel,405,"DRY, RUT, TRY, DUST, DUTY, RUST, STUD, STUDY, STURDY",STURDY
Israel,406,"RUE, RUT, TIE, VIE, RITE, TIER, TIRE, TRUE, RIVET, VIRTUE",VIRTUE
Israel,407,"BET, BUT, RUB, RUE, RUT, TUB, TRUE, TUBE, BRUTE, REBUT, UTTER, BUTTER",BUTTER
Israel,408,"CUB, CUE, ELK, BECK, BLUE, BUCK, BULK, CLUB, CLUE, CUBE, LUCK, BUCKLE",BUCKLE
Israel,409,"AIL, AIM, MAN, NIL, MAIL, MAIN, NAIL, ANIMAL",ANIMAL
Israel,410,"DIG, FIG, FIR, RID, RIG, GRID, RIGID, FRIGID",FRIGID
Macau,411,"NIP, NUT, PIN, PIT, PUN, PUT, RIP, RUN, TIN, TIP, URN, RUIN, TRIP, TURN, UNIT, INPUT, PRINT, TURNIP",TURNIP
Macau,412,"DEN, DID, DIN, END, DEED, DINE, NEED, DENIED, INDEED",DENIED
Macau,413,"MET, SET, YES, YET, MESS, STEM, MESSY, SYSTEM",SYSTEM
Macau,414,"AIR, ART, RAT, SAT, SIR, SIT, TAR, STAR, STIR, TART, STAIR, START, TRAIT, ARTIST, STRAIT",ARTIST
Macau,415,"LET, RUE, RUT, LURE, LUTE, RULE, TRUE, UTTER, TURTLE",TURTLE
Macau,416,"BET, BIT, IRE, RIB, TIE, BITE, RITE, TIER, TIRE, TRIBE, TRITE, BITTER",BITTER
Macau,417,"GIN, PIG, PIN, RIG, RIP, SIN, SIP, SIR, GRIN, GRIP, PING, RING, SIGN, SING, SNIP, SPIN, SPRIG, SPRING",SPRING
Macau,418,"EEL, LEE, POP, LOPE, PEEL, PEEP, POLE, PEOPLE",PEOPLE
Macau,419,"EON, ONE, SON, LENS, LESS, LONE, LOSE, LOSS, NOSE, SOLE, LESSON",LESSON
Macau,420,"CORE, CURE, ROSE, RUSE, SORE, SOUR, SURE, USER, CURSE, ROUSE, SCORE, SCOUR, COURSE, SOURCE",COURSE
Macau,421,"INN, NET, TEN, TIN, NINE, REIN, RENT, RITE, TIER, TINE, TIRE, INERT, INNER, INTERN",INTERN
Macau,422,"PER, PUP, RUE, LURE, PULP, PURE, RULE, UPPER, PURPLE",PURPLE
Macau,423,"EARN, MAIN, MANE, MARE, MEAN, MINE, MIRE, NAME, NEAR, RAIN, REIN, RIME, MARINE, REMAIN",MARINE
Macau,424,"CAN, CON, FAN, CALF, CLAN, COAL, FOAL, LOAF, LOAN, FOCAL, FALCON",FALCON
Macau,425,"DIG, DIN, DUG, DUN, GIN, GUN, RID, RIG, RUG, RUN, GRID, GRIN, RIND, RING, RUIN, RUNG, GRIND, DURING",DURING
Macau,426,"ALE, SEA, SUE, USE, SALE, SEAL, EQUAL, SQUEAL",SQUEAL
Macau,427,"CANE, CLAN, ELAN, LACE, LANE, LEAN, CLEAN, LANCE, CANCEL",CANCEL
Macau,428,"ERR, ORE, ROT, SET, TOE, REST, ROSE, ROTE, SORE, SORT, TORE, RETRO, STORE, RESORT, ROSTER",RESORT
Macau,429,"GEM, IRE, RIG, RIM, GERM, GRIM, MERE, MIRE, RIME, GRIME, MERGE, REGIME",REGIME
Macau,430,"ICE, LET, LIE, LIT, NET, NIL, TEN, TIC, TIE, TIN, CITE, LENT, LINE, LINT, NICE, TILE, INLET, CLIENT",CLIENT
Morocco,431,"CUE, RUE, SEE, SUE, USE, CURE, RUSE, SEER, SURE, USER, CURSE, SCREE, RESCUE, SECURE",RESCUE
Morocco,432,"EVE, EWE, IRE, VIE, EVER, EWER, VEER, VIEW, WERE, WIRE, REVIEW, VIEWER",REVIEW
Morocco,433,"BED, BEG, BID, BIG, DIG, RED, RIB, RID, RIG, BIRD, BRED, BRIG, DIRE, GRID, RIDE, BRIDE, RIDGE, BRIDGE",BRIDGE
Morocco,434,"EVE, ORE, EVER, MERE, MORE, MOVE, OVER, ROVE, VEER, REMOVE",REMOVE
Morocco,435,"DEAL, DEAN, ELAN, HALE, HAND, HEAD, HEAL, HELD, LAND, LANE, LEAD, LEAN, LEND, LADEN, HANDLE",HANDLE
Morocco,436,"EEL, LED, SEE, SET, ELSE, SEED, SLED, SLEET, STEED, STEEL, ELDEST",ELDEST
Morocco,437,"ACE, FAD, FED, CAFE, DEAF, FACE, FADE, FACADE",FACADE
Morocco,438,"AID, AIL, CAP, DIP, LAP, LID, LIP, PAD, ACID, CLAD, CLAP, CLIP, DIAL, LAID, PAID, PAIL, PLAID, PLACID",PLACID
Morocco,439,"AID, AND, DIN, LID, NIL, SAD, SIN, DAIS, DIAL, LAID, LAND, NAIL, SAID, SAIL, SAND, SLID, SNAIL, ISLAND",ISLAND
Morocco,440,"CUD, CUE, DUE, RED, RUE, CEDE, CURD, CURE, DEER, REED, RUDE, CREED, CRUDE, DEUCE, REDUCE",REDUCE
Morocco,441,"BOY, DON, NOD, BODY, BOND, BONY, BOON, NOBODY",NOBODY
Morocco,442,"EVE, HEN, VAN, EVEN, HAVE, VANE, HAVEN, HEAVE, HEAVEN",HEAVEN
Morocco,443,"ACE, ARC, ARE, CAN, CAR, EAR, ERA, RAN, ACRE, AREA, CANE, CARE, EARN, NEAR, RACE, ARENA, CRANE, ARCANE",ARCANE
Morocco,444,"EVE, ICE, VIE, CEDE, DICE, DIVE, VICE, DEVICE",DEVICE
Morocco,445,"MAN, SON, ALSO, LOAM, LOAN, MOAN, SLAM, MASON, SALON, SALMON",SALMON
Morocco,446,"MET, PER, PET, MEET, MERE, PEER, TERM, TREE, METER, TEMPER",TEMPER
Morocco,447,"FIG, FIT, HIT, LIT, FLIT, GIFT, GILT, HILT, LIFT, FIGHT, LIGHT, FLIGHT",FLIGHT
Morocco,448,"HER, PER, SEE, SHE, HERE, PEER, SEEP, SEER, SHEEP, SHEER, SPREE, SPHERE",SPHERE
Morocco,449,"ACE, BEE, CAB, ACME, BEAM, CAME, MACE, BECAME",BECAME
Morocco,450,"FED, RED, RID, DIRE, FIRE, RIDE, RIFE, DIFFER",DIFFER
South Korea,451,"DUE, DUO, EMU, LED, MUD, ODE, OLD, DOLE, DOME, DUEL, LODE, LOUD, MODE, MOLD, MOLE, MULE, MODEL, MODULE",MODULE
South Korea,452,"HIT, ILL, LIT, HILL, HILT, LILT, RILL, TILL, TRILL, THRILL",THRILL
South Korea,453,"GET, HIT, THE, TIE, HIGH, EIGHT, THIGH, HEIGHT",HEIGHT
South Korea,454,"DEN, END, RED, DEER, EDGE, GENE, NEED, REED, REND, GENRE, GREED, GREEN, GENDER",GENDER
South Korea,455,"SEE, SET, REST, SEER, TEST, TREE, RESET, STEER, TERSE, STREET",STREET
South Korea,456,"BIG, BIT, HIT, RIB, RIG, BRIG, GRIT, BIRTH, GIRTH, RIGHT, BRIGHT",BRIGHT
South Korea,457,"HID, HIS, LED, LID, LIE, SHE, DISH, HELD, HIDE, IDLE, ISLE, SHED, SIDE, SLED, SLID, SIDLE, SLIDE, SHIELD",SHIELD
South Korea,458,"ACE, CAN, HEN, ACHE, CANE, EACH, CACHE, CHANCE",CHANCE
South Korea,459,"EEL, LEE, LET, SEE, SET, ELSE, SECT, ELECT, SLEET, STEEL, SELECT",SELECT
South Korea,460,"MARE, MART, MATE, MEAT, MUTE, RATE, TAME, TEAM, TEAR, TERM, TRAM, TRUE, MATURE",MATURE
South Korea,461,"PER, RUE, SUE, USE, PURE, RUSE, SPUR, SURE, USER, PURSE, SUPER, USURP, PURSUE",PURSUE
South Korea,462,"DAME, DEAN, MADE, MANE, MEAD, MEAN, MEND, NAME, AMEND, DEMAND",DEMAND
South Korea,463,"IRE, LIE, SIR, VIE, EVIL, ISLE, LIVE, RISE, SIRE, VEIL, VILE, LIVER, SILVER, SLIVER",SILVER
South Korea,464,"ALL, ARC, CAR, CALL, COAL, ORAL, ROLL, CAROL, CORAL, LOCAL, COLLAR",COLLAR
South Korea,465,"DEN, DIN, END, INN, NET, TEN, TIE, TIN, DENT, DIET, DINE, DINT, EDIT, NINE, TEND, TIDE, INDENT, INTEND",INDENT
South Korea,466,"MAT, OAT, TOO, ATOM, MOAT, MOOT, MOTTO, TOMATO",TOMATO
South Korea,467,"CAPE, CLAP, LACE, LEAP, PACE, PALE, PEAL, PLEA, PLACE, PALACE",PALACE
South Korea,468,"ELM, LIE, LOB, MOB, OIL, BOIL, BOLE, LIMB, LIME, LOBE, MILE, MOLE, LIMBO, MOBILE",MOBILE
South Korea,469,"EEL, EVE, LEE, EVER, LEER, REEL, VEER, CREEL, LEVER, REVEL, CLEVER",CLEVER
South Korea,470,"CON, EON, ICE, ION, ONE, VIE, COIN, CONE, COVE, ICON, NICE, ONCE, OVEN, VEIN, VICE, VINE, VOICE, NOVICE",NOVICE
Germany,471,"ARE, BAR, EAR, ERA, LAB, ABLE, BALE, BARE, BEAR, EARL, REAL, ZEAL, BLAZE, ZEBRA, BLAZER",BLAZER
Germany,472,"CODE, CONE, DOES, DONE, DOSE, NODE, NOSE, ONCE, SEND, SCONE, SECOND",SECOND
Germany,473,"ERR, ORE, PER, PET, POT, ROT, TOE, TOP, POET, PORE, PORT, ROPE, ROTE, TORE, RETRO, TROPE, PORTER, REPORT",PORTER
Germany,474,"AIL, OIL, SAC, ALSO, COAL, COIL, SAIL, SILO, SOIL, SOCIAL",SOCIAL
Germany,475,"ACE, ALE, CAB, LAB, ABLE, ACHE, BALE, EACH, HALE, HEAL, LACE, BEACH, CABLE, LEACH, BLEACH",BLEACH
Germany,476,"COT, ORE, ROT, TOE, CORE, CORK, ROCK, ROTE, TORE, TREK, ROCKET",ROCKET
Germany,477,"MOB, TOO, BOOM, BOOT, MOOT, TOMB, MOTTO, BOTTOM",BOTTOM
Germany,478,"IRE, KIT, SET, SIR, SIT, TIE, KITE, REST, RISE, RISK, RITE, SIRE, SITE, STIR, TIER, TIRE, SKIRT, STRIKE",STRIKE
